t,Main_ActualVehicleSpeed_kph,Main_Battery_Temperature_C,Main_Battery_electrical_i,Main_Battery_electrical_v,Main_BrakeCommand_value,Main_Distance_km,Main_MG_i,Main_MG_v,Main_MotorCommand_value,Main_Range_km,Main_RefereceVehicleSpeed_kph,Main_State_of_Charge_SoC,Power_kW,dT_hr,Energy_kWhr,Cumulative_Energy_Used_kWhr
1143,91.33622571,29.27958445,4.024527219,389.1517864,0,23.87104071,2.680141829,584.1935514,2.680141829,82.8243761,91.4107392,0.23,0.117836485,0.016666667,0.001963941,10.69171925
1144,90.97024709,29.27986867,-1.679573015,392.1923906,0.023648329,23.89636481,0,581.0641948,0,82.98251812,90.927936,0.23,-0.049177677,0.016666667,-0.000819628,10.69089962
1145,90.46622126,29.27912006,-0.819052361,391.7411222,0.011570645,23.92155442,0,577.978353,0,83.13934781,90.4451328,0.23,-0.023981132,0.016666667,-0.000399686,10.69049993
1146,90.05473025,29.27962117,3.717912186,389.3285942,0,23.94662256,2.514608351,575.9645289,2.514608351,83.29487608,90.123264,0.23,0.10885906,0.016666667,0.001814318,10.69231425
1147,89.86194919,29.28820261,14.32300382,383.6729809,0,23.9716043,9.54032718,576.081137,9.54032718,83.44911371,90.123264,0.23,0.419495038,0.016666667,0.006991584,10.69930583
1148,89.80073547,29.30511395,17.75265301,381.8288191,0,23.99655647,11.76665494,576.1193543,11.76665494,83.60207143,90.123264,0.23,0.520243519,0.016666667,0.008670725,10.70797656
1149,89.83310793,29.33108307,25.01046041,377.9428093,0,24.02150233,16.37756884,577.2251063,16.37756884,83.75375985,90.2841984,0.23,0.733583892,0.016666667,0.012226398,10.72020296
1150,90.10526924,29.38192678,37.11624515,371.4646148,0,24.04648753,23.75492807,580.4329274,23.75492807,83.9041895,90.7670016,0.23,1.090546797,0.016666667,0.01817578,10.73837874
1151,90.5263949,29.4550807,40.72878449,369.5002112,0,24.07157489,25.78912621,583.5524983,25.78912621,84.05337083,91.2498048,0.23,1.199669634,0.016666667,0.019994494,10.75837323
1152,90.88611567,29.52784014,38.5236609,370.6371249,0,24.09677443,24.3828472,585.5866173,24.3828472,84.2013142,91.5716736,0.23,1.137520501,0.016666667,0.018958675,10.77733191
1153,91.18348439,29.59986419,39.95889091,369.8412266,0,24.12206269,25.14843108,587.6559285,25.14843108,84.34802988,91.8935424,0.23,1.182777744,0.016666667,0.019712962,10.79704487
1154,91.47689099,29.67838379,41.6274071,368.9210108,0,24.1474327,26.04107408,589.7273505,26.04107408,84.49352806,92.2154112,0.23,1.235434164,0.016666667,0.020590569,10.81763544
1155,91.69100306,29.75376393,38.50883783,370.551007,0,24.17287606,24.15529374,590.7243925,24.15529374,84.63781885,92.3763456,0.23,1.14578287,0.016666667,0.019096381,10.83673182
1156,91.7659367,29.8185099,34.13502678,372.8546442,0,24.19835984,21.54580918,590.680416,21.54580918,84.78091226,92.3763456,0.23,1.017855634,0.016666667,0.016964261,10.85369608
1157,91.59630647,29.86269247,25.40427135,377.4863144,0,24.2238333,16.29355269,588.5366588,16.29355269,84.92281822,92.0544768,0.23,0.758639943,0.016666667,0.012643999,10.86634008
1158,91.27337712,29.89673154,25.46371004,377.4468477,0,24.24923244,16.38849754,586.4811864,16.38849754,85.0635466,91.732608,0.23,0.761281703,0.016666667,0.012688028,10.87902811
1159,91.02246106,29.9406299,30.58554107,374.7066547,0,24.27454812,19.57356531,585.5046305,19.57356531,85.20310717,91.5716736,0.23,0.915750365,0.016666667,0.015262506,10.89429061
1160,90.6661536,29.9786344,23.38217126,378.52433,0,24.29978792,15.19775597,582.347679,15.19775597,85.34150961,91.0888704,0.23,0.700965564,0.016666667,0.011682759,10.90597337
1161,90.17922328,30.00869306,23.61514886,378.3914543,0,24.32490545,15.42661573,579.2660461,15.42661573,85.47876354,90.6060672,0.23,0.708659754,0.016666667,0.011810996,10.91778437
1162,89.73083811,30.04454837,30.86814247,374.5203512,0,24.3498893,20.02914197,577.2873944,20.02914197,85.61487848,90.2841984,0.23,0.9274194,0.016666667,0.01545699,10.93324136
1163,89.76622981,30.14015633,57.32033791,360.4130002,0,24.37480379,35.5830648,580.6301523,35.5830648,85.74986389,90.7670016,0.23,1.727643945,0.016666667,0.028794066,10.96203542
1164,90.13791614,30.29637257,64.2009167,356.6984785,0,24.39978865,39.22915482,583.778335,39.22915482,85.88372915,91.2498048,0.23,1.945054892,0.016666667,0.032417582,10.99445301
1165,90.64506525,30.49152667,72.78921017,352.0751672,0,24.42489457,43.58745988,587.9643529,43.58745988,86.01648354,91.8935424,0.23,2.219454143,0.016666667,0.036990902,11.03144391
1166,91.23629153,30.71927584,76.16037015,350.2260653,0,24.4501561,45.04850886,592.1025634,45.04850886,86.14813629,92.53728,0.23,2.339591419,0.016666667,0.03899319,11.0704371
1167,91.76647505,30.94596566,73.15722782,351.7711905,0,24.47557673,43.23932611,595.1577821,43.23932611,86.27869653,93.0200832,0.23,2.26392106,0.016666667,0.037732018,11.10816912
1168,92.16394192,31.1533446,68.37910518,354.267294,0,24.50112661,40.56417235,597.1695617,40.56417235,86.40817334,93.341952,0.23,2.130237827,0.016666667,0.035503964,11.14367308
1169,92.32290457,31.3187898,58.52940951,359.4681468,0,24.52675659,35.23633954,597.0814332,35.23633954,86.53657571,93.341952,0.23,1.833070273,0.016666667,0.030551171,11.17422425
1170,92.3340548,31.4621453,57.84078645,359.8084126,0,24.5524045,34.85600596,597.0744784,34.85600596,86.66391254,93.341952,0.23,1.819795228,0.016666667,0.03032992,11.20455417
1171,92.31997027,31.60681299,58.70595973,359.3214862,0,24.57805111,35.32916232,597.0823731,35.32916232,86.79019269,93.341952,0.23,1.855508291,0.016666667,0.030925138,11.23547931
1172,92.30086418,31.75626241,59.88256816,358.6670088,0,24.6036929,35.97097603,597.0931184,35.97097603,86.91542492,93.341952,0.23,1.901646548,0.016666667,0.031694109,11.26717342
1173,92.2869325,31.91226814,60.7352258,358.1825502,0,24.62933007,36.4328993,597.1004611,36.4328993,87.03961792,93.341952,0.23,1.938198811,0.016666667,0.032303314,11.29947673
1174,92.19268784,32.05799365,56.65209675,360.3204389,0,24.6549551,34.24743702,596.0362231,34.24743702,87.16278033,93.1810176,0.23,1.816152558,0.016666667,0.030269209,11.32974594
1175,92.03214802,32.19550215,56.62456415,360.3079307,0,24.68054212,34.28914265,595.008111,34.28914265,87.28492069,93.0200832,0.23,1.823056277,0.016666667,0.030384271,11.36013021
1176,91.85584788,32.33365063,57.57259471,359.7770199,0,24.70608196,34.87210705,593.9898222,34.87210705,87.40604749,92.8591488,0.23,1.861532163,0.016666667,0.031025536,11.39115575
1177,91.75398424,32.48927142,63.85732499,356.410561,0,24.73158016,38.31365629,594.0472593,38.31365629,87.52616913,92.8591488,0.23,2.074677964,0.016666667,0.034577966,11.42573372
1178,91.80081624,32.42428104,71.01892907,352.5626946,0,24.75707044,42.07272578,595.1380501,42.07272578,87.64529396,93.0200832,0.23,2.302737715,0.016666667,0.038378962,11.46411268
1179,91.92706411,32.36152457,73.2387723,351.3320092,0,24.78258775,43.15989907,596.1850911,43.15989907,87.76343025,93.1810176,0.23,2.370118329,0.016666667,0.039501972,11.50361465
1180,92.06857416,32.30893238,74.49257542,350.6146089,0,24.80814273,43.73289112,597.2231416,43.73289112,87.8805862,93.341952,0.23,2.406775582,0.016666667,0.040112926,11.54372758
1181,92.20366407,32.26081029,76.1812851,349.6681363,0,24.83373621,44.52690156,598.2656664,44.52690156,87.99676995,93.5028864,0.23,2.457669987,0.016666667,0.040961166,11.58468874
1182,92.48936486,32.25885433,89.09393298,342.7603355,0,24.85938245,50.77574455,601.4550094,50.77574455,88.11198956,93.9856896,0.23,2.874068206,0.016666667,0.047901137,11.63258988
1183,93.08334847,32.36181629,103.4387072,335.0807953,0,24.88515038,57.12900843,606.7015398,57.12900843,88.22625304,94.7903616,0.23,3.347464441,0.016666667,0.055791074,11.68838095
1184,93.59579933,32.44486584,90.52131433,341.8724939,0,24.91108624,50.84369862,608.6562975,50.84369862,88.33956832,95.1122304,0.23,2.936951899,0.016666667,0.048949198,11.73733015
1185,94.01166236,32.50156063,95.05657849,339.4139071,0,24.93714168,52.73887821,611.7722924,52.73887821,88.45194326,95.5950336,0.23,3.089487149,0.016666667,0.051491452,11.7888216
1186,94.55977194,32.61055309,101.6244122,335.8719823,0,24.96332976,55.41586169,615.929068,55.41586169,88.56338568,96.2387712,0.23,3.314028291,0.016666667,0.055233805,11.84405541
1187,94.95397838,32.6719097,85.88538214,344.1696132,0,24.9896598,47.9187227,616.8340707,47.9187227,88.67390331,96.3997056,0.23,2.80603945,0.016666667,0.046767324,11.89082273
1188,95.08883969,32.6551842,77.07183493,348.8064943,0,25.01605917,43.58633543,616.7607893,43.58633543,88.78350383,96.3997056,0.23,2.516794966,0.016666667,0.041946583,11.93276932
1189,95.04958928,32.5931445,69.29633178,352.8984723,0,25.04247104,39.71916981,615.6675657,39.71916981,88.89219484,96.2387712,0.23,2.258585355,0.016666667,0.037643089,11.9704124
1190,94.84365807,32.49231069,62.03669627,356.7218442,0,25.0688485,36.06780057,613.5501406,36.06780057,88.99998389,95.9169024,0.23,2.01571561,0.016666667,0.03359526,12.00400766
1191,94.55362754,32.37340503,60.06180811,357.7426476,0,25.09515395,35.13872597,611.4773163,35.13872597,89.10687847,95.5950336,0.23,1.944405241,0.016666667,0.032406754,12.03641442
1192,94.24287846,32.24992217,59.38546814,358.0725743,0,25.12137539,34.89325604,609.4167236,34.89325604,89.212886,95.2731648,0.23,1.915176726,0.016666667,0.031919612,12.06833403
1193,94.00957416,32.1412493,63.87014278,355.6583046,0,25.14751827,37.33583409,608.4283993,37.33583409,89.31801384,95.1122304,0.23,2.052866182,0.016666667,0.034214436,12.10254847
1194,93.84423492,32.04546386,64.15459068,355.4690874,0,25.17360832,37.54495912,607.4038525,37.54495912,89.42226929,94.951296,0.23,2.055863617,0.016666667,0.034264394,12.13681286
1195,93.69751195,31.95200462,63.26585229,355.9025391,0,25.19965543,37.13270594,606.3681297,37.13270594,89.52565959,94.7903616,0.23,2.021470805,0.016666667,0.03369118,12.17050404
1196,93.46912312,31.8400869,57.50555646,358.9268995,0,25.22565342,34.15768155,604.2625495,34.15768155,89.62819192,94.4684928,0.23,1.830981915,0.016666667,0.030516365,12.20102041
1197,93.25557051,31.7289021,60.74249024,357.1751745,0,25.25158458,35.96416632,603.263293,35.96416632,89.7298734,94.3075584,0.23,1.927292526,0.016666667,0.032121542,12.23314195
1198,93.09906983,31.62655318,60.47767674,357.2799314,0,25.27746654,35.87874944,602.2337992,35.87874944,89.83071109,94.146624,0.23,1.91270046,0.016666667,0.031878341,12.26502029
1199,92.94731298,31.5225032,59.92527263,357.5384117,0,25.30330599,35.63828992,601.2017491,35.63828992,89.930712,93.9856896,0.23,1.888994598,0.016666667,0.031483243,12.29650353
1200,92.88502611,31.43354108,63.78385504,355.4514586,0,25.32911291,37.70893727,601.2353362,37.70893727,90.02988306,93.9856896,0.23,2.004952428,0.016666667,0.033415874,12.32991941
1201,92.81116072,31.33903316,58.40723159,358.2711103,0,25.35490642,34.866106,600.1603764,34.866106,90.12417109,93.8247552,0.23,1.830426168,0.016666667,0.030507103,12.36042651
1202,92.68271224,31.23057226,56.41437987,359.2981252,0,25.38066963,33.83230057,599.1142648,33.83230057,90.21763585,93.6638208,0.23,1.761853367,0.016666667,0.029364223,12.38979073
1203,92.54639828,31.11737973,54.91402899,360.0647658,0,25.40639577,33.06028888,598.072893,33.06028888,90.310325,93.5028864,0.23,1.708780693,0.016666667,0.028479678,12.41827041
1204,92.40901252,31.00068115,53.48411918,360.7948506,0,25.43208383,32.32096267,597.032077,32.32096267,90.40224498,93.341952,0.23,1.658044125,0.016666667,0.027634069,12.44590448
1205,92.26655927,30.8797872,52.37486501,361.3557,0,25.457733,31.75552341,595.994567,31.75552341,90.49340218,93.1810176,0.23,1.617324686,0.016666667,0.026955411,12.47285989
1206,92.20648492,30.76973907,56.03612681,359.378488,0,25.48335113,33.78756669,596.0278119,33.78756669,90.58380293,93.1810176,0.23,1.724217,0.016666667,0.02873695,12.50159684
1207,92.21468682,30.66808023,55.54620745,359.6053899,0,25.50896469,33.51313695,596.0235988,33.51313695,90.67345349,93.1810176,0.23,1.703495546,0.016666667,0.028391592,12.52998843
1208,92.23517225,30.5647026,54.30327012,360.2339897,0,25.53458262,32.82106156,596.0120229,32.82106156,90.7623601,93.1810176,0.23,1.659763301,0.016666667,0.027662722,12.55765115
1209,92.25362707,30.45703402,53.19551679,360.7926797,0,25.56020603,32.20243032,596.0020566,32.20243032,90.85052894,93.1810176,0.23,1.620177665,0.016666667,0.027002961,12.58465412
1210,92.35503286,30.35997845,56.83537386,358.8249995,0,25.58584322,34.15740071,597.0624441,34.15740071,90.93796611,93.341952,0.23,1.725520726,0.016666667,0.028758679,12.61341279
1211,92.53025529,30.27201804,55.96509931,359.2534665,0,25.61152148,33.61621002,598.0818001,33.61621002,91.0246777,93.5028864,0.23,1.694176496,0.016666667,0.028236275,12.64164907
1212,92.63087115,30.16662667,49.86937333,362.4664298,0,25.63724132,30.22584216,598.0261198,30.22584216,91.11066973,93.5028864,0.23,1.504390768,0.016666667,0.025073179,12.66672225
1213,92.75451386,30.06087524,52.11629461,361.2433985,0,25.66298689,31.42594305,599.0732834,31.42594305,91.19594816,93.6638208,0.23,1.56666143,0.016666667,0.026111024,12.69283327
1214,92.85403355,29.94722613,46.13283944,364.4000318,0,25.68876862,28.06324289,599.018027,28.06324289,91.28051892,93.6638208,0.23,1.381550575,0.016666667,0.023025843,12.71585912
1215,92.90118993,29.82171461,43.31108028,365.8789457,0,25.71456841,26.4546739,598.9903212,26.4546739,91.36438789,93.6638208,0.23,1.291610676,0.016666667,0.021526845,12.73738596
1216,92.85753204,29.68059672,36.39649661,369.5405198,0,25.7403713,22.49471464,597.8963451,22.49471464,91.44756088,93.5028864,0.23,1.080269738,0.016666667,0.018004496,12.75539046
1217,92.73891255,29.52766911,33.93076728,370.8392243,0,25.7661489,21.08241785,596.8442614,21.08241785,91.53004366,93.341952,0.23,1.001896469,0.016666667,0.016698274,12.77208873
1218,92.69162198,29.38079222,36.69184574,369.3528228,0,25.79190013,22.70561431,596.8706473,22.70561431,91.61184198,93.341952,0.23,1.078035496,0.016666667,0.017967258,12.79005599
1219,92.70955988,29.23923334,35.64847273,369.8887559,0,25.81764986,22.09196263,596.8607481,22.09196263,91.6929615,93.341952,0.23,1.042334012,0.016666667,0.017372234,12.80742822
1220,92.7382843,29.09660121,33.97444608,370.7614645,0,25.84340644,21.10473432,596.8442261,21.10473432,91.77340787,93.341952,0.23,0.988540909,0.016666667,0.016475682,12.8239039
1221,92.76966695,28.95213225,32.15152303,371.7149474,0,25.86917144,20.02428586,596.8261324,20.02428586,91.85318666,93.341952,0.23,0.930855147,0.016666667,0.015514252,12.83941816
1222,92.80744983,28.80644172,29.95685374,372.8676709,0,25.8949461,18.71546308,596.8038225,18.71546308,91.93230342,93.341952,0.23,0.862950361,0.016666667,0.014382506,12.85380066
1223,92.7568174,28.65081244,23.63864558,376.2225826,0,25.9207219,14.92870846,595.7130372,14.92870846,92.01076364,93.1810176,0.23,0.677266401,0.016666667,0.011287773,12.86508844
1224,92.71637452,28.49501928,25.95176123,374.9802507,0,25.94647939,16.33562796,595.7361202,16.33562796,92.08857276,93.1810176,0.23,0.739495937,0.016666667,0.012324932,12.87741337
1225,92.81588406,28.3508678,29.48635853,373.0808895,0,25.97224447,18.43319755,596.7990683,18.43319755,92.1657362,93.341952,0.23,0.835963852,0.016666667,0.013932731,12.8913461
1226,92.99686494,28.21321157,28.32842948,373.6798618,0,25.9980515,17.70670494,597.8153384,17.70670494,92.24225931,93.5028864,0.23,0.799235974,0.016666667,0.0133206,12.9046667
1227,93.10194309,28.06742651,22.32743162,376.8663185,0,26.02390164,14.07650657,597.7556206,14.07650657,92.3181474,93.5028864,0.23,0.626673546,0.016666667,0.010444559,12.91511126
1228,93.22553507,27.92231781,24.44983304,375.7235363,0,26.049778,15.34128222,598.8041736,15.34128222,92.39340575,93.6638208,0.23,0.682696009,0.016666667,0.011378267,12.92648952
1229,93.41202694,27.78173845,22.98827772,376.4897659,0,26.07569978,14.42841977,599.8172988,14.42841977,92.46803957,93.8247552,0.23,0.638654319,0.016666667,0.010644239,12.93713376
1230,93.52380792,27.63489503,16.66477646,379.854314,0,26.10166624,10.55392974,599.7531997,10.55392974,92.54205406,93.8247552,0.23,0.460529348,0.016666667,0.007675489,12.94480925
1231,93.57533312,27.5001807,13.76259791,381.3989703,0,26.12765277,8.751610133,599.7222459,8.751610133,92.61545435,93.8247552,0.23,0.378473929,0.016666667,0.006307899,12.95111715
1232,93.53233789,27.51014273,7.210758817,384.8965864,0,26.15364308,4.635539501,598.6256425,4.635539501,92.68824553,93.6638208,0.23,0.198369004,0.016666667,0.00330615,12.9544233
1233,93.41884419,27.51490948,4.592840664,386.2991473,0,26.17960886,2.968677483,597.5689048,2.968677483,92.76043267,93.5028864,0.23,0.126371595,0.016666667,0.002106193,12.95652949
1234,93.2994256,27.51777192,2.307590503,387.5243111,0,26.20554193,1.498338109,596.5154489,1.498338109,92.83202077,93.341952,0.23,0.063499749,0.016666667,0.001058329,12.95758782
1235,93.07684831,27.5176452,-2.358735761,390.0224742,0.032291859,26.23142784,0,594.4343863,0,92.90301481,93.0200832,0.23,-0.064906854,0.016666667,-0.001081781,12.95650604
1236,92.66337487,27.51576734,-5.191817964,391.5449036,0.071712298,26.25720638,0,591.3490363,0,92.97341971,92.53728,0.23,-0.142856855,0.016666667,-0.002380948,12.95412509
1237,92.05802078,27.51303372,-6.534476712,392.2740571,0.091031119,26.28282351,0,587.2336284,0,93.04324037,91.8935424,0.23,-0.179783278,0.016666667,-0.002996388,12.95112871
1238,91.794635,27.51148614,-2.794621769,390.2852512,0.038827086,26.30832991,0,586.2076624,0,93.11248163,91.732608,0.23,-0.076884198,0.016666667,-0.001281403,12.9498473
1239,91.3143112,27.50894613,-9.184324659,393.7027533,0.129580498,26.33373434,0,582.0931661,0,93.1811483,91.0888704,0.23,-0.252651092,0.016666667,-0.004210852,12.94563645
1240,90.53406552,27.50606917,-9.963875366,394.132403,0.141951288,26.35892773,0,576.9488506,0,93.24924515,90.2841984,0.23,-0.274067045,0.016666667,-0.004567784,12.94106867
1241,90.21332991,27.50374705,-3.848640225,390.8761606,0.054487251,26.38398376,0,575.922512,0,93.31677691,90.123264,0.23,-0.105852027,0.016666667,-0.0017642,12.93930447
1242,89.96404458,27.5013918,-6.672642964,392.3872058,0.095175092,26.40898159,0,573.865681,0,93.38374826,89.8013952,0.23,-0.183506968,0.016666667,-0.003058449,12.93624602
1243,89.53617611,27.49852269,-8.859199775,393.5618486,0.127416263,26.43386786,0,570.7799453,0,93.45016386,89.318592,0.23,-0.243614906,0.016666667,-0.004060248,12.93218577
1244,89.04884265,27.49557676,-8.593688946,393.4297394,0.124213742,26.45861537,0,567.6937885,0,93.51602833,88.8357888,0.23,-0.236288434,0.016666667,-0.003938141,12.92824763
1245,88.81158527,27.49292659,-5.63760148,391.8585636,0.081315334,26.48327184,0,566.6662043,0,93.58134622,88.6748544,0.23,-0.154994164,0.016666667,-0.002583236,12.92566439
1246,88.66562717,27.49038894,-6.193117933,392.1596063,0.089561014,26.50788679,0,565.6377739,0,93.64612208,88.51392,0.23,-0.170251221,0.016666667,-0.00283752,12.92282687
1247,88.50802146,27.48773233,-6.274359214,392.2087162,0.0909058,26.53245565,0,564.608905,0,93.71036041,88.3529856,0.23,-0.172467907,0.016666667,-0.002874465,12.91995241
1248,88.47400306,27.48534317,-4.963922821,391.5141759,0.071796702,26.55700143,0,564.6093258,0,93.77406567,88.3529856,0.23,-0.136435122,0.016666667,-0.002273919,12.91767849
1249,88.4852674,27.48299914,-5.39558687,391.7488937,0.078087798,26.58154893,0,564.6093244,0,93.83724228,88.3529856,0.23,-0.148286909,0.016666667,-0.002471448,12.91520704
1250,88.49403584,27.48055267,-5.752601255,391.9445999,0.08329607,26.60609677,0,564.609318,0,93.89989462,88.3529856,0.23,-0.158084662,0.016666667,-0.002634744,12.9125723
1251,88.50227258,27.47802403,-6.087850028,392.1292995,0.088191773,26.63064492,0,564.6093145,0,93.96202705,88.3529856,0.23,-0.167282089,0.016666667,-0.002788035,12.90978426
1252,88.5029383,27.47540774,-6.060511402,392.1212146,0.087787333,26.65519155,0,564.6088836,0,94.02364389,88.3529856,0.23,-0.166515022,0.016666667,-0.00277525,12.90700901
1253,88.63433906,27.47312575,-4.987452521,391.5535768,0.072019259,26.67976149,0,565.6381623,0,94.0847494,88.51392,0.23,-0.13702091,0.016666667,-0.002283682,12.90472533
1254,88.68694749,27.47054169,-7.026581537,392.6478044,0.10174056,26.70435651,0,565.6377378,0,94.14534784,88.51392,0.23,-0.193024001,0.016666667,-0.003217067,12.90150826
1255,88.6912294,27.46779202,-7.2276295,392.7627617,0.104681105,26.72895038,0,565.637729,0,94.20544342,88.51392,0.23,-0.198527024,0.016666667,-0.003308784,12.89819948
1256,88.69698167,27.46501328,-7.461420027,392.8952805,0.108103616,26.75354443,0,565.6377281,0,94.26504029,88.51392,0.23,-0.204928,0.016666667,-0.003415467,12.89478401
1257,88.70229483,27.46220857,-7.67733499,393.0183949,0.111266622,26.77813866,0,565.6377243,0,94.32414262,88.51392,0.23,-0.210836575,0.016666667,-0.003513943,12.89127007
1258,88.69998289,27.45937498,-7.528926376,392.9474395,0.109089507,26.80273127,0,565.6372927,0,94.38275448,88.51392,0.23,-0.206739613,0.016666667,-0.00344566,12.88782441
1259,88.82845222,27.45676432,-6.337348275,392.3179776,0.091521839,26.82734714,0,566.6665719,0,94.44087997,88.6748544,0.23,-0.174003078,0.016666667,-0.002900051,12.88492436
1260,88.88505235,27.45399521,-8.591191363,393.5277873,0.124453222,26.85198973,0,566.666574,0,94.49852311,88.6748544,0.23,-0.235862527,0.016666667,-0.003931042,12.88099332
1261,88.76884014,27.45111161,-10.36063414,394.4822505,0.150714838,26.87660961,0,565.6377072,0,94.54004161,88.51392,0.23,-0.284410924,0.016666667,-0.004740182,12.87625313
1262,88.60131044,27.44825873,-10.06565744,394.3361438,0.146628873,26.9011816,0,564.6088435,0,94.58105818,88.3529856,0.23,-0.27628477,0.016666667,-0.004604746,12.87164839
1263,88.56717073,27.44538397,-8.806325401,393.6730733,0.128079413,26.92573219,0,564.609699,0,94.62173438,88.3529856,0.23,-0.241692982,0.016666667,-0.004028216,12.86762017
1264,88.45333563,27.44252341,-10.61878198,394.6498053,0.155099512,26.95026284,0,563.5808358,0,94.66207304,88.1920512,0.23,-0.291406173,0.016666667,-0.00485677,12.8627634
1265,88.29139362,27.43969598,-10.60445017,394.6528399,0.155173488,26.97474738,0,562.5523963,0,94.70207695,88.0311168,0.23,-0.290982889,0.016666667,-0.004849715,12.85791369
1266,88.13804789,27.4368679,-10.96582035,394.85587,0.160844377,26.99918902,0,561.5243939,0,94.7417489,87.8701824,0.23,-0.300867764,0.016666667,-0.005014463,12.85289922
1267,87.85185685,27.43426945,-12.28829466,395.5735827,0.181220639,27.02356259,0,559.466661,0,94.78109163,87.5483136,0.23,-0.337120387,0.016666667,-0.005618673,12.84728055
1268,87.63832698,27.43153918,-10.19894717,394.4698594,0.150261969,27.047865,0,558.4382289,0,94.82010789,87.3873792,0.23,-0.279772819,0.016666667,-0.00466288,12.84261767
1269,87.60369042,27.42868828,-8.891526184,393.7800091,0.130782565,27.07214744,0,558.439089,0,94.85880037,87.3873792,0.23,-0.2438829,0.016666667,-0.004064715,12.83855296
1270,87.48625826,27.42585561,-10.55933224,394.6787463,0.155949445,27.09640987,0,557.4102159,0,94.89717177,87.2264448,0.23,-0.289598721,0.016666667,-0.004826645,12.83372631
1271,87.31394262,27.42305572,-10.07055049,394.4281178,0.148903515,27.12062427,0,556.381346,0,94.93522474,87.0655104,0.23,-0.276165267,0.016666667,-0.004602754,12.82912356
1272,87.26853425,27.42022043,-8.298056468,393.4904514,0.122408106,27.14481534,0,556.3817791,0,94.97296195,87.0655104,0.23,-0.227534538,0.016666667,-0.003792242,12.82533131
1273,87.27466235,27.4174128,-8.57377818,393.6444958,0.126532264,27.16900958,0,556.3822043,0,95.01038599,87.0655104,0.23,-0.235070816,0.016666667,-0.003917847,12.82141347
1274,87.14571843,27.41458359,-9.748100008,394.2802972,0.14434895,27.19318049,0,555.3528989,0,95.04749947,86.904576,0.23,-0.267240102,0.016666667,-0.004454002,12.81695946
1275,87.09666862,27.41177422,-7.853521064,393.277596,0.11600198,27.21732656,0,555.3533323,0,95.08430498,86.904576,0.23,-0.215278946,0.016666667,-0.003587982,12.81337148
1276,87.09411335,27.40900888,-7.723154553,393.2150368,0.114059049,27.24147392,0,555.3533289,0,95.12080506,86.904576,0.23,-0.211684012,0.016666667,-0.003528067,12.80984342
1277,87.08896996,27.40626452,-7.513978289,393.1104982,0.110940185,27.26562113,0,555.353322,0,95.15700225,86.904576,0.23,-0.205930077,0.016666667,-0.003432168,12.80641125
1278,87.08326799,27.40354837,-7.282046236,392.9937635,0.107483795,27.28976817,0,555.3533182,0,95.19289906,86.904576,0.23,-0.199553906,0.016666667,-0.003325898,12.80308535
1279,87.07708656,27.40086629,-7.030591517,392.8664999,0.103738588,27.313915,0,555.3533146,0,95.22849798,86.904576,0.23,-0.192644298,0.016666667,-0.003210738,12.79987461
1280,87.07043635,27.3982249,-6.760041935,392.7288917,0.099711498,27.33806162,0,555.353311,0,95.2638015,86.904576,0.23,-0.185213149,0.016666667,-0.003086886,12.79678772
1281,87.05621511,27.39561784,-6.128082842,392.3984491,0.090307215,27.36220621,0,555.3528768,0,95.29881205,86.904576,0.23,-0.167882616,0.016666667,-0.002798044,12.79398968
1282,87.16635046,27.39343893,-4.133681704,391.3388879,0.060642791,27.38637182,0,556.3817364,0,95.33353207,87.0655104,0.23,-0.113235757,0.016666667,-0.001887263,12.79210242
1283,87.3068349,27.39146977,-3.16585921,390.8264006,0.046285126,27.41057965,0,557.409307,0,95.36796397,87.2264448,0.23,-0.086717537,0.016666667,-0.001445292,12.79065713
1284,87.6870259,27.39113665,1.225935971,388.4831167,0,27.43487279,0.850090196,560.5090121,0.850090196,95.40211014,87.709248,0.23,0.03357978,0.016666667,0.000559663,12.79121679
1285,88.16346575,27.39256954,1.565924592,388.2981209,0,27.45929733,1.078081081,563.5981131,1.078081081,95.43597296,88.1920512,0.23,0.042894698,0.016666667,0.000714912,12.7919317
1286,88.42102976,27.39185151,-2.715827128,390.5846311,0.039188306,27.48382261,1.02E-16,564.609204,1.02E-16,95.46955477,88.3529856,0.23,-0.074391533,0.016666667,-0.001239859,12.79069184
1287,88.56802608,27.39055492,-2.202340652,390.3152118,0.031696782,27.50839018,1.02E-16,565.637599,1.02E-16,95.50285791,88.51392,0.23,-0.060323333,0.016666667,-0.001005389,12.78968645
1288,88.71784602,27.38948066,-1.749052964,390.0771418,0.025111586,27.53300198,1.02E-16,566.666033,1.02E-16,95.53588468,88.6748544,0.23,-0.047905652,0.016666667,-0.000798428,12.78888803
1289,88.87442711,27.38867954,-1.62674136,390.0148596,0.023315905,27.55765981,1.02E-16,567.694886,1.02E-16,95.56863739,88.8357888,0.23,-0.044554298,0.016666667,-0.000742572,12.78814545
1290,88.90012551,27.3873282,-2.543005527,390.5083742,0.036479814,27.58233903,1.02E-16,567.6940405,1.02E-16,95.6011183,88.8357888,0.23,-0.069646127,0.016666667,-0.001160769,12.78698469
1291,89.00263725,27.38669006,-0.263836769,389.2952592,0.003764071,27.60703754,1.02E-16,568.7228847,1.02E-16,95.63332968,88.9967232,0.23,-0.007225616,0.016666667,-0.000120427,12.78686426
